user_id,position_id,company_raw,company_linkedin_url,company_cleaned,region,country,state,metro_area,startdate,enddate,jobtitle_raw,mapped_role,job_category,seniority,salary,rn,rcid,company_name,ultimate_parent_rcid,ultimate_parent_company_name,jobtitle_norm,soc_candidates,match_type,match_score,soc_code_top1
841403523,-9061251709898032774,"ARTEGRAFT, INC.",linkedin.com/company/artegraft-inc.,artegraft inc,Northern America,United States,North Carolina,raleigh metropolitan area,2018-04-01,2019-09-01,Quality Compliance Specialist,quality auditor,Engineer,2,66587.852350061,4,465282,"Artegraft, Inc.",1052785,"LeMaitre Vascular, Inc.",quality compliance specialist,['13-2061.00'],fuzzy,100.0,13-2061.00
841403523,1934320596464703875,"ARTEGRAFT, INC.",linkedin.com/company/artegraft-inc.,artegraft inc,Northern America,United States,North Carolina,raleigh metropolitan area,2019-09-01,2020-08-01,Regulatory Compliance Manager,regulatory compliance,Scientist,3,92544.736571637,5,465282,"Artegraft, Inc.",1052785,"LeMaitre Vascular, Inc.",regulatory compliance manager,['11-9199.02'],exact,100.0,11-9199.02
841403523,8027492298332992536,Catalent Pharma Solutions,linkedin.com/company/catalent-pharma-solutions,catalent pharma solutions,Northern America,United States,North Carolina,raleigh metropolitan area,2020-08-01,2020-12-01,Senior Compliance Specialist,compliance,Admin,3,69624.428758902,6,1244452,"Catalent Pharma Solutions, Inc.",21010518,"Catalent, Inc.",compliance specialist,['13-2061.00'],exact,100.0,13-2061.00
841403523,-7619093065810600201,Azzur Group,linkedin.com/company/azzur-group,azzur group,Northern America,United States,North Carolina,raleigh metropolitan area,2020-12-01,2022-04-01,Senior Training Specialist,training coordinator,Admin,3,102406.851961717,7,151854,Azzur Group LLC,151854,Azzur Group LLC,training specialist,"['13-1151.00', '19-3032.00']",exact,100.0,13-1151.00
841403523,-1576140437181324427,Azzur Group,linkedin.com/company/azzur-group,azzur group,Northern America,United States,North Carolina,raleigh metropolitan area,2022-04-01,2022-07-01,Operations Manager,operations,Operations,3,91684.279819356,8,151854,Azzur Group LLC,151854,Azzur Group LLC,operations manager,"['11-1021.00', '11-3051.02', '11-3051.03', '11-3051.04', '11-3051.06', '11-9061.00', '11-9199.09', '17-2171.00', '27-2012.05', '43-5011.00', '51-1011.00', '53-1011.00']",exact,100.0,11-1021.00
631783817,6039986263365326192,Walmart,linkedin.com/company/walmart,walmart,Northern America,United States,Nevada,las vegas metropolitan area,2001-01-01,2013-01-01,Retail,sales floor,Sales,1,28629.335687991,1,22142783,"Walmart, Inc.",22142783,"Walmart, Inc.",retail,['41-2031.00'],exact,100.0,41-2031.00
632016777,687348313092154833,Leon County Schools,linkedin.com/company/leon-county-schools,leon county schools,Northern America,United States,Florida,tallahassee metropolitan area,2007-01-01,,Cafeteria Manager,kitchen,Sales,2,54827.409296153,1,389109,Leon County School Board (Florida),389109,Leon County School Board (Florida),cafeteria manager,['35-1012.00'],exact,100.0,35-1012.00
632774463,-8340296190348302004,General Electric - India Technology Center,linkedin.com/company/ge,general electric india technology center,Southern Asia,India,Karnataka,bengaluru metropolitan area,2005-05-01,2006-05-01,Engineer,design engineer,Engineer,1,8500.170185262,1,1489790,General Electric Co.,1489790,General Electric Co.,engineer,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",exact,100.0,11-9041.00
632774463,1179477497616439362,Michigan State University,linkedin.com/company/michigan-state-university,michigan state university,Northern America,United States,Michigan,michigan nonmetropolitan area,2006-08-01,2011-09-01,Research Assistant,research,Scientist,1,42660.626086855,2,674319,Michigan State University,674319,Michigan State University,research,"['11-9041.01', '11-9121.00', '11-9121.01', '17-2021.00', '17-2112.01', '17-2199.01', '17-3029.00', '17-3029.11', '19-1021.00', '19-1029.01', '19-1042.00', '19-3011.00', '19-3022.00', '19-3041.00', '19-3091.01', '19-3093.00', '19-4011.01', '19-4021.00', '19-4031.00', '19-4041.02', '19-4061.00', '19-4099.00', '19-4099.01', '19-4099.03', '23-2011.00', '25-1191.00', '29-2011.00', '43-9111.00', '43-9111.01']",exact,100.0,11-9041.01
632774463,-2133559974994941116,Bentley Systems,linkedin.com/company/bentley-systems,bentley systems,Northern America,United States,Illinois,chicago metropolitan area,2011-10-01,2021-03-01,Senior Manager,structural engineer,Engineer,5,124334.032563365,3,1330216,"Bentley Systems, Inc.",1330216,"Bentley Systems, Inc.",manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",exact,100.0,11-1021.00
632774463,-3545334714338794919,UCC Environmental,linkedin.com/company/ucc-environmental,ucc environmental,Northern America,United States,Illinois,chicago metropolitan area,2021-03-01,,Department Head - Engineering,engineering,Engineer,2,133729.637487849,4,929598,UCC Environmental,929598,UCC Environmental,department engineering,"['11-9071.00', '51-1011.00']",fuzzy,100.0,11-9071.00
97455751,2328791179238243993,Alam Maritim (M) Sdn Bhd,linkedin.com/company/alammaritim,alam maritim m sdn bhd,South-Eastern Asia,Malaysia,Selangor,kuala lumpur metropolitan area,2018-08-01,2020-12-01,ordinary seaman,welder,Engineer,1,7812.23295031,1,22148231,Alam Maritim Resources Bhd.,22148231,Alam Maritim Resources Bhd.,ordinary seaman,['53-5011.00'],exact,100.0,53-5011.00
97601553,5314208415571290223,CBTS,linkedin.com/company/cbts-technology-covered,cbts,Northern America,United States,New York,new york city metropolitan area,2018-03-01,,Data Analyst II,data analyst,Engineer,2,112735.101379538,1,647224,"Cincinnati Bell Technology Solutions, Inc.",603230,Cincinnati Bell Inc.,data analyst,"['13-2099.01', '13-2099.04', '15-1111.00', '15-1199.06', '15-1199.08', '15-2041.00', '17-3029.07', '19-1029.01', '19-3022.00', '43-9111.00', '43-9111.01']",exact,100.0,13-2099.01
491570563,2617677037272267689,Indiana Blood Center,linkedin.com/company/versiti-blood-center-of-indiana,indiana blood center,Northern America,United States,Indiana,indianapolis metropolitan area,2012-09-01,,Blood Collections,nurse,Scientist,2,52033.55327441,1,107723,"Central Indiana Regional Blood Center, Inc.",107723,"Central Indiana Regional Blood Center, Inc.",blood collections,['43-3011.00'],fuzzy,100.0,43-3011.00
215888276,-7670561121696393427,Unemployed at this time,linkedin.com/company/itt-flowtronex,unemployed at this time,Northern America,United States,Florida,florida nonmetropolitan area,2019-08-01,,Unemployed,unemployed,Sales,1,25880.326605447,1,4334501,Unemployed At This Time,4334501,Unemployed At This Time,unemployed,,,,
76208500,1425336598070516256,United Nations,linkedin.com/company/united-nations,united nations,Northern America,United States,California,california nonmetropolitan area,2010-02-01,,General Manager,lawyer,Admin,5,110090.680403133,1,374762,United Nations (New York),374762,United Nations (New York),general manager,"['11-1021.00', '11-9051.00', '11-9081.00', '27-2012.01']",exact,100.0,11-1021.00
77028091,-3174759529546882049,airtel,linkedin.com/company/airtel,airtel,Southern Asia,India,Haryana,delhi metropolitan area,2002-01-01,2003-01-01,Trainee,system engineer,Engineer,1,5466.845097837,1,1012778,Bharti Airtel Ltd.,999336,Singapore Telecommunications Ltd.,trainee,['11-9199.00'],fuzzy,100.0,11-9199.00
77028091,-7868393351865529945,Aricent,linkedin.com/company/aricent,aricent,Southern Asia,India,Haryana,delhi metropolitan area,2003-08-01,2007-04-01,(Senior) Software Engineer,software engineer,Engineer,4,9481.268744898,2,248753,"Aricent, Inc.",248753,"Aricent, Inc.",software engineer,"['15-1132.00', '15-1133.00']",exact,100.0,15-1132.00
77028091,-2698802912830838179,Aricent,linkedin.com/company/aricent,aricent,Southern Asia,India,Haryana,delhi metropolitan area,2007-05-01,2009-10-01,Technical Lead,development engineer,Engineer,4,9489.168492991,3,248753,"Aricent, Inc.",248753,"Aricent, Inc.",technical,"['17-3029.12', '19-4041.01', '43-4121.00', '51-4122.00']",exact,100.0,17-3029.12
77028091,1294758830274200065,Aricent,linkedin.com/company/aricent,aricent,Southern Asia,India,Haryana,delhi metropolitan area,2009-11-01,2018-12-01,(Senior) Project Manager Engineering,project engineer,Engineer,5,12952.563579449,4,248753,"Aricent, Inc.",248753,"Aricent, Inc.",project manager engineering,['17-2051.00'],fuzzy,100.0,17-2051.00
77028091,-5707198217632562796,Capgemini Engineering,linkedin.com/company/capgemini-engineering,capgemini engineering,Southern Asia,India,Haryana,delhi metropolitan area,2019-01-01,2022-06-01,Director Software Engineering,software engineering,Engineer,5,15458.432780439,5,194522,Capgemini Engineering (194522),194522,Capgemini Engineering (194522),director software engineering,"['11-9199.11', '15-1199.12', '19-2041.02', '19-3091.02', '27-2012.01', '27-2012.02', '27-2012.03', '27-4014.00', '27-4032.00', '41-1012.00']",fuzzy,100.0,11-9199.11
77028091,-8568763041261761416,Radisys Corporation,linkedin.com/company/radisys-corporation,radisys corporation,Southern Asia,India,Haryana,delhi metropolitan area,2022-07-01,,Director of Engineering,system engineering,Engineer,6,19621.93922233,6,62867,RadiSys Corp.,62867,RadiSys Corp.,director of engineering,"['11-3021.00', '11-9041.00']",exact,100.0,11-3021.00
77215931,1220904309981922320,Rougevert Communication,linkedin.com/company/rougevert-communication,rougevert communication,Western Europe,France,Auvergne-Rhone-Alpes,lyon metropolitan area,2022-06-01,2022-09-01,Stagiaire en développement Web,web developer,Engineer,2,29621.688726644,1,487071,Rougevert Communication,487071,Rougevert Communication,stagiaire en developpement web,,,,
77215931,-212657792291756038,OID Consultants,linkedin.com/company/oid-consultants,oid consultants,Western Europe,France,Auvergne-Rhone-Alpes,lyon metropolitan area,2022-12-01,,Développeur,web developer,Engineer,2,41196.229450112,2,711403,Oid Consultants,711403,Oid Consultants,developpeur,"['11-9021.00', '11-9141.00', '15-1132.00', '15-1133.00', '51-4062.00', '51-9151.00']",fuzzy,90.0,11-9021.00
77478115,3161691846060170641,Deloitte UK,linkedin.com/company/deloitte,deloitte uk,Northern Europe,United Kingdom,England,london metropolitan area (united kingdom),2015-09-01,2017-08-01,Consultant,consulting,Operations,4,53050.236873957,1,16848180,Deloitte Consulting GmbH,20937770,Deloitte LLP (New York),consultant,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",exact,100.0,13-1111.00
77478115,2054731369713664593,Deloitte UK,linkedin.com/company/deloitte,deloitte uk,Northern Europe,United Kingdom,England,london metropolitan area (united kingdom),2017-09-01,2019-08-01,Senior Consultant,consulting,Operations,3,59878.056874354,2,16848180,Deloitte Consulting GmbH,20937770,Deloitte LLP (New York),consultant,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",exact,100.0,13-1111.00
77478115,-6771393547612579730,Deloitte UK,linkedin.com/company/deloitte,deloitte uk,Northern Europe,United Kingdom,England,london metropolitan area (united kingdom),2019-09-01,2022-06-01,Manager,consulting,Operations,4,100032.214464389,3,16848180,Deloitte Consulting GmbH,20937770,Deloitte LLP (New York),manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",exact,100.0,11-1021.00
77478115,1229750960315982741,Deloitte,linkedin.com/company/deloitte,deloitte,Northern Europe,United Kingdom,England,london metropolitan area (united kingdom),2022-06-01,,Senior Manager,directors,Operations,4,134161.277641486,4,16848180,Deloitte Consulting GmbH,20937770,Deloitte LLP (New York),manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",exact,100.0,11-1021.00
391605279,-3958380638145877587,Ministère de la Transition écologique,linkedin.com/company/ministere-de-la-transition-ecologique,ministère de la transition écologique,Western Europe,France,Ile-de-France,paris metropolitan area,2019-02-01,2019-03-01,Étudiant stagiaire,student,Admin,1,48188.013591984,1,929652,The Ministry for the Ecological & Inclusive Transition,929652,The Ministry for the Ecological & Inclusive Transition,etudiant stagiaire,,,,
391605279,-2733640723956848342,Mairie de Fougères,linkedin.com/company/mairie-de-foug%C3%A8res,mairie de fougères,Western Europe,France,Brittany,rennes metropolitan area,2021-09-01,2022-09-01,Alternante au service commande publique,ambassador,Admin,1,34836.989089815,2,4804764,Mairie De Fougères,4804764,Mairie De Fougères,alternante au service commande publique,"['35-9011.00', '43-2021.00', '43-9199.00']",fuzzy,100.0,35-9011.00
391605279,-7500772566564769438,Mairie de Fougères,linkedin.com/company/mairie-de-foug%C3%A8res,mairie de fougères,Western Europe,France,Brittany,rennes metropolitan area,2022-09-01,,Chargée de la commande publique,station,Operations,2,71939.647795494,3,4804764,Mairie De Fougères,4804764,Mairie De Fougères,chargee de la commande publique,,,,
391896655,-8446826453382018314,Fortunoff Fine Jewelry & Silwr,linkedin.com/company/fortunoff-fine-jewelry-&-silwr,fortunoff fine jewelry silwr,Northern America,United States,New York,new york city metropolitan area,1994-02-01,2006-03-01,Manager,retail sales,Sales,4,69744.105781539,1,3622051,Fortunoff Fine Jewelry And Silwr,3622051,Fortunoff Fine Jewelry And Silwr,manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",exact,100.0,11-1021.00
391896655,1328378841130382618,Macy's,linkedin.com/company/macy,macy s,Northern America,United States,New York,new york city metropolitan area,2006-03-01,2015-11-01,Selling Manager,retail sales,Sales,4,57891.619606655,2,642928,"Macy's, Inc.",642928,"Macy's, Inc.",selling manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0,11-1021.00
391896655,-4176789837547709824,Neiman Marcus Group,linkedin.com/company/neimanmarcusgroup,neiman marcus group,Northern America,United States,New York,new york city metropolitan area,2015-11-01,2020-05-01,Sales Manager,sales,Sales,4,66260.109948425,3,21011307,"Neiman Marcus Group, Inc.",21011307,"Neiman Marcus Group, Inc.",sales manager,"['11-2022.00', '41-1012.00', '41-4011.00', '41-4011.07']",exact,100.0,11-2022.00
391896655,-6286085647911394759,Neiman Marcus Group,linkedin.com/company/neimanmarcusgroup,neiman marcus group,Northern America,United States,New York,new york city metropolitan area,2020-05-01,2020-09-01,Group Manager at Neiman Marcus,sales,Sales,4,91720.876477536,4,21011307,"Neiman Marcus Group, Inc.",21011307,"Neiman Marcus Group, Inc.",group manager at neiman marcus,"['11-9121.02', '11-9199.00']",fuzzy,100.0,11-9121.02
391896655,-2775672015452766067,Neiman Marcus Group,linkedin.com/company/neimanmarcusgroup,neiman marcus group,Northern America,United States,New York,new york city metropolitan area,2020-09-01,,Senior Retail Performance & Store Operations Manager,retail store,Sales,4,58074.089186689,5,21011307,"Neiman Marcus Group, Inc.",21011307,"Neiman Marcus Group, Inc.",retail performance store operations manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0,11-1021.00
392005275,9056728017781199068,Big Dutchman Brasil,linkedin.com/company/bigdutchmanamericalatina,big dutchman brasil,Southern America,Brazil,Rio Grande do Sul,caxias do sul metropolitan area,2001-02-01,2011-03-01,Supervisor Industrial,industrial,Engineer,2,9500.76739369,1,2348276,Big Dutchman Brasil Ltda.,2348276,Big Dutchman Brasil Ltda.,supervisor industrial,['51-1011.00'],fuzzy,100.0,51-1011.00
392005275,3315897379839885095,Guerra S.A. Implementos Rodoviários,linkedin.com/company/perfil-em-descontinuacao-guerra-s-a,guerra s a implementos rodoviários,Southern America,Brazil,Rio Grande do Sul,caxias do sul metropolitan area,2011-04-01,2017-06-01,Programador,programmer,Engineer,1,8187.623002644,2,3900973,Guerra S A Implementos Rodoviários,3900973,Guerra S A Implementos Rodoviários,programador,,,,
392005275,6779780043843721997,Freios Master,linkedin.com/company/freios-master,freios master,Southern America,Brazil,Rio Grande do Sul,caxias do sul metropolitan area,2017-07-01,2021-12-01,Programador de Produção,production scheduler,Operations,1,10169.854531339,3,99861,Master Sistemas Automotivos Ltda.,22153208,Randon SA Implementos e Participaçoes,programador de producao,,,,
392005275,-7617703720440928899,Freios Master,linkedin.com/company/freios-master,freios master,Southern America,Brazil,Rio Grande do Sul,caxias do sul metropolitan area,2022-02-01,,Lider de Processos Operacionais,continuous,Engineer,3,17781.416009521,4,99861,Master Sistemas Automotivos Ltda.,22153208,Randon SA Implementos e Participaçoes,lider de processos operacionais,,,,
392701473,-7054376400265032350,Muthoot Fincorp Ltd.,linkedin.com/company/muthoot-fincorp-limited,muthoot fincorp ltd,Southern Asia,India,Telangana,hyderabad metropolitan area,2018-01-01,2018-04-01,Relationship Officer,relationship officer,Finance,2,14818.160677969,1,936891,Muthoot Fincorp Ltd.,1278689,Muthoot Microfin Ltd.,relationship officer,"['21-1029.00', '21-1092.00', '33-3021.05', '33-3051.01']",fuzzy,100.0,21-1029.00
569921303,-1311735296746122190,ASM Technology Hong Kong Limited,linkedin.com/company/asmpt-semi-solutions,asm technology hong kong limited,Eastern Asia,Hong Kong,Central and Western,hong kong metropolitan area,2005-08-01,2005-09-01,Mechanical Engineer,mechanical engineer,Engineer,2,49188.874863355,1,94497889,Asmpt Hong Kong,94497889,Asmpt Hong Kong,mechanical engineer,['17-2141.00'],exact,100.0,17-2141.00
569921303,-9005617314403305286,"Electrical and Mechanical Services Department (EMSD), HKSAR Government",linkedin.com/company/electrical-and-mechanical-services-department-hksar-government,electrical and mechanical services department emsd hksar government,Eastern Asia,Hong Kong,Central and Western,hong kong metropolitan area,2005-09-01,2007-08-01,Engineering graduate,engineering,Engineer,1,37077.458716085,2,3312127,Electrical And Mechanical Services Department Hksar Government,3312127,Electrical And Mechanical Services Department Hksar Government,engineering graduate,"['17-3012.02', '17-3022.00', '17-3023.03', '17-3025.00', '17-3029.00', '17-3029.02', '17-3031.01']",fuzzy,100.0,17-3012.02
569921303,5356905558938451638,WSP in Asia,linkedin.com/company/wsp-consulting-ltd-,wsp in asia,Eastern Asia,Hong Kong,Central and Western,hong kong metropolitan area,2007-10-01,2011-05-01,"Design liaison Engineer, PB",design engineering,Engineer,2,45012.498930362,3,7206636,Wsp In Asia,7206636,Wsp In Asia,design liaison engineer pb,"['27-1025.00', '27-1027.00']",fuzzy,100.0,27-1025.00
569921303,-4221983607648603914,CLP,linkedin.com/company/clp-power-hong-kong-ltd,clp,Eastern Asia,Hong Kong,Central and Western,hong kong metropolitan area,2011-06-01,2011-12-01,Project Engineer,project engineer,Engineer,2,46237.746812714,4,20925156,CLP Holdings Ltd.,20925156,CLP Holdings Ltd.,project engineer,"['11-9041.00', '17-2021.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2081.00', '17-2121.01', '17-2131.00', '17-2141.00', '17-2141.02', '17-2151.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-3026.00']",exact,100.0,11-9041.00
569921303,2622362001715216703,Shangri-La Group,linkedin.com/company/shangri-la-hotels-and-resorts,shangri la group,Eastern Asia,Hong Kong,Central and Western,hong kong metropolitan area,2011-12-01,2018-01-01,"Manager, Engineering,SLIM",project engineer,Engineer,2,55202.619253256,5,1268231,Shangri-La Hotels & Resorts,1268231,Shangri-La Hotels & Resorts,manager engineering slim,"['17-3012.02', '17-3022.00', '17-3023.03', '17-3025.00', '17-3029.00', '17-3029.02', '17-3031.01']",fuzzy,100.0,17-3012.02
569921303,-6723137110515003881,Shangri-La Group,linkedin.com/company/shangri-la-hotels-and-resorts,shangri la group,Eastern Asia,Hong Kong,Central and Western,hong kong metropolitan area,2018-01-01,2023-03-01,Engineering in operation & project,project engineer,Engineer,2,56824.146314131,6,1268231,Shangri-La Hotels & Resorts,1268231,Shangri-La Hotels & Resorts,engineering in operation project,"['17-3012.02', '17-3022.00', '17-3023.03', '17-3025.00', '17-3029.00', '17-3029.02', '17-3031.01']",fuzzy,100.0,17-3012.02
569921303,-2641724341331712502,Marriott Hotels,linkedin.com/company/marriott_hotels_resorts,marriott hotels,Eastern Asia,Hong Kong,Central and Western,hong kong metropolitan area,2023-03-01,,Director of Engineering,engineering,Engineer,5,94544.028010631,7,14078260,Marriott Hotels /50 Courtyard/,93558532,Rockledge Hotel Properties,director of engineering,"['11-3021.00', '11-9041.00']",exact,100.0,11-3021.00
570729675,1276969849692112296,Mercury Digital,linkedin.com/company/mercury-digital,mercury digital,Northern America,United States,Colorado,colorado nonmetropolitan area,2012-05-01,2012-08-01,Web Developer / Graphic Designer,web designer,Marketing,1,48239.648866975,1,627137,Mercury Digital (627137),627137,Mercury Digital (627137),web developer graphic designer,"['15-1134.00', '15-1199.11', '17-1012.00', '17-2011.00', '17-2121.02', '17-3011.02', '17-3012.01', '17-3013.00', '17-3027.00', '17-3029.03', '17-3029.07', '27-1011.00', '27-1012.00', '27-1014.00', '27-1019.00', '27-1021.00', '27-1022.00', '27-1023.00', '27-1024.00', '27-1025.00', '27-1027.00', '27-1029.00', '51-6051.00', '51-6052.00', '51-6092.00', '51-6099.00', '51-9082.00']",fuzzy,100.0,15-1134.00
570729675,-9076476541284318565,Skynet Labs - Digital Oilfield Software,linkedin.com/company/skynet-labs,skynet labs digital oilfield software,Northern Europe,Ireland,Leinster,dublin metropolitan area,2013-01-01,2013-06-01,Web Developer / UI Designer,web designer,Marketing,2,52542.933272954,2,7898258,Skynet Labs Ltd.,7898258,Skynet Labs Ltd.,web developer ui designer,"['15-1134.00', '15-1199.11', '17-1012.00', '17-2011.00', '17-2121.02', '17-3011.02', '17-3012.01', '17-3013.00', '17-3027.00', '17-3029.03', '17-3029.07', '27-1011.00', '27-1012.00', '27-1014.00', '27-1019.00', '27-1021.00', '27-1022.00', '27-1023.00', '27-1024.00', '27-1025.00', '27-1027.00', '27-1029.00', '51-6051.00', '51-6052.00', '51-6092.00', '51-6099.00', '51-9082.00']",fuzzy,100.0,15-1134.00
570729675,9223215075703472716,Boxfish,linkedin.com/company/boxfish,boxfish,Northern America,United States,California,san francisco metropolitan area,2014-11-01,2017-01-01,Head of Design / Front End Developer,front developer,Engineer,4,106004.487892518,3,7688017,"Mixaroo, Inc.",7688017,"Mixaroo, Inc.",of design front end developer,"['27-1025.00', '27-1027.00']",fuzzy,100.0,27-1025.00
570729675,1327269305146593048,Zalando SE,linkedin.com/company/zalando,zalando se,Northern Europe,Ireland,Leinster,dublin metropolitan area,2017-02-01,2020-07-01,Software Engineer,software engineer,Engineer,2,73279.004520516,4,946560,Zalando SE,946560,Zalando SE,software engineer,"['15-1132.00', '15-1133.00']",exact,100.0,15-1132.00
