"user_id","position_id","company_raw","company_linkedin_url","company_cleaned","region","country","state","metro_area","startdate","enddate","jobtitle_raw","mapped_role","job_category","seniority","salary","rn","rcid","company_name","ultimate_parent_rcid","ultimate_parent_company_name"
631783817,6039986263365326192,"Walmart","linkedin.com/company/walmart","walmart","Northern America","United States","Nevada","las vegas metropolitan area","2001-01-01","2013-01-01","Retail","sales floor","Sales",1,28629.335687991,1,22142783,"Walmart, Inc.",22142783,"Walmart, Inc."
632016777,687348313092154833,"Leon County Schools","linkedin.com/company/leon-county-schools","leon county schools","Northern America","United States","Florida","tallahassee metropolitan area","2007-01-01",,"Cafeteria Manager","kitchen","Sales",2,54827.409296153,1,389109,"Leon County School Board (Florida)",389109,"Leon County School Board (Florida)"
632774463,-8340296190348302004,"General Electric - India Technology Center","linkedin.com/company/ge","general electric india technology center","Southern Asia","India","Karnataka","bengaluru metropolitan area","2005-05-01","2006-05-01","Engineer","design engineer","Engineer",1,8500.170185262,1,1489790,"General Electric Co.",1489790,"General Electric Co."
632774463,1179477497616439362,"Michigan State University","linkedin.com/company/michigan-state-university","michigan state university","Northern America","United States","Michigan","michigan nonmetropolitan area","2006-08-01","2011-09-01","Research Assistant","research","Scientist",1,42660.626086855,2,674319,"Michigan State University",674319,"Michigan State University"
632774463,-2133559974994941116,"Bentley Systems","linkedin.com/company/bentley-systems","bentley systems","Northern America","United States","Illinois","chicago metropolitan area","2011-10-01","2021-03-01","Senior Manager","structural engineer","Engineer",5,124334.032563365,3,1330216,"Bentley Systems, Inc.",1330216,"Bentley Systems, Inc."
632774463,-3545334714338794919,"UCC Environmental","linkedin.com/company/ucc-environmental","ucc environmental","Northern America","United States","Illinois","chicago metropolitan area","2021-03-01",,"Department Head - Engineering","engineering","Engineer",2,133729.637487849,4,929598,"UCC Environmental",929598,"UCC Environmental"
97455751,2328791179238243993,"Alam Maritim (M) Sdn Bhd","linkedin.com/company/alammaritim","alam maritim m sdn bhd","South-Eastern Asia","Malaysia","Selangor","kuala lumpur metropolitan area","2018-08-01","2020-12-01","ordinary seaman","welder","Engineer",1,7812.23295031,1,22148231,"Alam Maritim Resources Bhd.",22148231,"Alam Maritim Resources Bhd."
97601553,5314208415571290223,"CBTS","linkedin.com/company/cbts-technology-covered","cbts","Northern America","United States","New York","new york city metropolitan area","2018-03-01",,"Data Analyst II","data analyst","Engineer",2,112735.101379538,1,647224,"Cincinnati Bell Technology Solutions, Inc.",603230,"Cincinnati Bell Inc."
491570563,2617677037272267689,"Indiana Blood Center","linkedin.com/company/versiti-blood-center-of-indiana","indiana blood center","Northern America","United States","Indiana","indianapolis metropolitan area","2012-09-01",,"Blood Collections","nurse","Scientist",2,52033.55327441,1,107723,"Central Indiana Regional Blood Center, Inc.",107723,"Central Indiana Regional Blood Center, Inc."
215888276,-7670561121696393427,"Unemployed at this time","linkedin.com/company/itt-flowtronex","unemployed at this time","Northern America","United States","Florida","florida nonmetropolitan area","2019-08-01",,"Unemployed","unemployed","Sales",1,25880.326605447,1,4334501,"Unemployed At This Time",4334501,"Unemployed At This Time"
76208500,1425336598070516256,"United Nations","linkedin.com/company/united-nations","united nations","Northern America","United States","California","california nonmetropolitan area","2010-02-01",,"General Manager","lawyer","Admin",5,110090.680403133,1,374762,"United Nations (New York)",374762,"United Nations (New York)"
77028091,-3174759529546882049,"airtel","linkedin.com/company/airtel","airtel","Southern Asia","India","Haryana","delhi metropolitan area","2002-01-01","2003-01-01","Trainee","system engineer","Engineer",1,5466.845097837,1,1012778,"Bharti Airtel Ltd.",999336,"Singapore Telecommunications Ltd."
77028091,-7868393351865529945,"Aricent","linkedin.com/company/aricent","aricent","Southern Asia","India","Haryana","delhi metropolitan area","2003-08-01","2007-04-01","(Senior) Software Engineer","software engineer","Engineer",4,9481.268744898,2,248753,"Aricent, Inc.",248753,"Aricent, Inc."
77028091,-2698802912830838179,"Aricent","linkedin.com/company/aricent","aricent","Southern Asia","India","Haryana","delhi metropolitan area","2007-05-01","2009-10-01","Technical Lead","development engineer","Engineer",4,9489.168492991,3,248753,"Aricent, Inc.",248753,"Aricent, Inc."
77028091,1294758830274200065,"Aricent","linkedin.com/company/aricent","aricent","Southern Asia","India","Haryana","delhi metropolitan area","2009-11-01","2018-12-01","(Senior) Project Manager Engineering","project engineer","Engineer",5,12952.563579449,4,248753,"Aricent, Inc.",248753,"Aricent, Inc."
77028091,-5707198217632562796,"Capgemini Engineering","linkedin.com/company/capgemini-engineering","capgemini engineering","Southern Asia","India","Haryana","delhi metropolitan area","2019-01-01","2022-06-01","Director Software Engineering","software engineering","Engineer",5,15458.432780439,5,194522,"Capgemini Engineering (194522)",194522,"Capgemini Engineering (194522)"
77028091,-8568763041261761416,"Radisys Corporation","linkedin.com/company/radisys-corporation","radisys corporation","Southern Asia","India","Haryana","delhi metropolitan area","2022-07-01",,"Director of Engineering","system engineering","Engineer",6,19621.93922233,6,62867,"RadiSys Corp.",62867,"RadiSys Corp."
77215931,1220904309981922320,"Rougevert Communication","linkedin.com/company/rougevert-communication","rougevert communication","Western Europe","France","Auvergne-Rhone-Alpes","lyon metropolitan area","2022-06-01","2022-09-01","Stagiaire en développement Web","web developer","Engineer",2,29621.688726644,1,487071,"Rougevert Communication",487071,"Rougevert Communication"
77215931,-212657792291756038,"OID Consultants","linkedin.com/company/oid-consultants","oid consultants","Western Europe","France","Auvergne-Rhone-Alpes","lyon metropolitan area","2022-12-01",,"Développeur","web developer","Engineer",2,41196.229450112,2,711403,"Oid Consultants",711403,"Oid Consultants"
77478115,3161691846060170641,"Deloitte UK","linkedin.com/company/deloitte","deloitte uk","Northern Europe","United Kingdom","England","london metropolitan area (united kingdom)","2015-09-01","2017-08-01","Consultant","consulting","Operations",4,53050.236873957,1,16848180,"Deloitte Consulting GmbH",20937770,"Deloitte LLP (New York)"
77478115,2054731369713664593,"Deloitte UK","linkedin.com/company/deloitte","deloitte uk","Northern Europe","United Kingdom","England","london metropolitan area (united kingdom)","2017-09-01","2019-08-01","Senior Consultant","consulting","Operations",3,59878.056874354,2,16848180,"Deloitte Consulting GmbH",20937770,"Deloitte LLP (New York)"
77478115,-6771393547612579730,"Deloitte UK","linkedin.com/company/deloitte","deloitte uk","Northern Europe","United Kingdom","England","london metropolitan area (united kingdom)","2019-09-01","2022-06-01","Manager","consulting","Operations",4,100032.214464389,3,16848180,"Deloitte Consulting GmbH",20937770,"Deloitte LLP (New York)"
77478115,1229750960315982741,"Deloitte","linkedin.com/company/deloitte","deloitte","Northern Europe","United Kingdom","England","london metropolitan area (united kingdom)","2022-06-01",,"Senior Manager","directors","Operations",4,134161.277641486,4,16848180,"Deloitte Consulting GmbH",20937770,"Deloitte LLP (New York)"
391605279,-3958380638145877587,"Ministère de la Transition écologique","linkedin.com/company/ministere-de-la-transition-ecologique","ministère de la transition écologique","Western Europe","France","Ile-de-France","paris metropolitan area","2019-02-01","2019-03-01","Étudiant stagiaire","student","Admin",1,48188.013591984,1,929652,"The Ministry for the Ecological & Inclusive Transition",929652,"The Ministry for the Ecological & Inclusive Transition"
391605279,-2733640723956848342,"Mairie de Fougères","linkedin.com/company/mairie-de-foug%C3%A8res","mairie de fougères","Western Europe","France","Brittany","rennes metropolitan area","2021-09-01","2022-09-01","Alternante au service commande publique","ambassador","Admin",1,34836.989089815,2,4804764,"Mairie De Fougères",4804764,"Mairie De Fougères"
391605279,-7500772566564769438,"Mairie de Fougères","linkedin.com/company/mairie-de-foug%C3%A8res","mairie de fougères","Western Europe","France","Brittany","rennes metropolitan area","2022-09-01",,"Chargée de la commande publique","station","Operations",2,71939.647795494,3,4804764,"Mairie De Fougères",4804764,"Mairie De Fougères"
391896655,-8446826453382018314,"Fortunoff Fine Jewelry & Silwr","linkedin.com/company/fortunoff-fine-jewelry-&-silwr","fortunoff fine jewelry silwr","Northern America","United States","New York","new york city metropolitan area","1994-02-01","2006-03-01","Manager","retail sales","Sales",4,69744.105781539,1,3622051,"Fortunoff Fine Jewelry And Silwr",3622051,"Fortunoff Fine Jewelry And Silwr"
391896655,1328378841130382618,"Macy's","linkedin.com/company/macy","macy s","Northern America","United States","New York","new york city metropolitan area","2006-03-01","2015-11-01","Selling Manager","retail sales","Sales",4,57891.619606655,2,642928,"Macy's, Inc.",642928,"Macy's, Inc."
391896655,-4176789837547709824,"Neiman Marcus Group","linkedin.com/company/neimanmarcusgroup","neiman marcus group","Northern America","United States","New York","new york city metropolitan area","2015-11-01","2020-05-01","Sales Manager","sales","Sales",4,66260.109948425,3,21011307,"Neiman Marcus Group, Inc.",21011307,"Neiman Marcus Group, Inc."
391896655,-6286085647911394759,"Neiman Marcus Group","linkedin.com/company/neimanmarcusgroup","neiman marcus group","Northern America","United States","New York","new york city metropolitan area","2020-05-01","2020-09-01","Group Manager at Neiman Marcus","sales","Sales",4,91720.876477536,4,21011307,"Neiman Marcus Group, Inc.",21011307,"Neiman Marcus Group, Inc."
391896655,-2775672015452766067,"Neiman Marcus Group","linkedin.com/company/neimanmarcusgroup","neiman marcus group","Northern America","United States","New York","new york city metropolitan area","2020-09-01",,"Senior Retail Performance & Store Operations Manager","retail store","Sales",4,58074.089186689,5,21011307,"Neiman Marcus Group, Inc.",21011307,"Neiman Marcus Group, Inc."
392005275,9056728017781199068,"Big Dutchman Brasil","linkedin.com/company/bigdutchmanamericalatina","big dutchman brasil","Southern America","Brazil","Rio Grande do Sul","caxias do sul metropolitan area","2001-02-01","2011-03-01","Supervisor Industrial","industrial","Engineer",2,9500.76739369,1,2348276,"Big Dutchman Brasil Ltda.",2348276,"Big Dutchman Brasil Ltda."
392005275,3315897379839885095,"Guerra S.A. Implementos Rodoviários","linkedin.com/company/perfil-em-descontinuacao-guerra-s-a","guerra s a implementos rodoviários","Southern America","Brazil","Rio Grande do Sul","caxias do sul metropolitan area","2011-04-01","2017-06-01","Programador","programmer","Engineer",1,8187.623002644,2,3900973,"Guerra S A Implementos Rodoviários",3900973,"Guerra S A Implementos Rodoviários"
392005275,6779780043843721997,"Freios Master","linkedin.com/company/freios-master","freios master","Southern America","Brazil","Rio Grande do Sul","caxias do sul metropolitan area","2017-07-01","2021-12-01","Programador de Produção","production scheduler","Operations",1,10169.854531339,3,99861,"Master Sistemas Automotivos Ltda.",22153208,"Randon SA Implementos e Participaçoes"
392005275,-7617703720440928899,"Freios Master","linkedin.com/company/freios-master","freios master","Southern America","Brazil","Rio Grande do Sul","caxias do sul metropolitan area","2022-02-01",,"Lider de Processos Operacionais","continuous","Engineer",3,17781.416009521,4,99861,"Master Sistemas Automotivos Ltda.",22153208,"Randon SA Implementos e Participaçoes"
392701473,-7054376400265032350,"Muthoot Fincorp Ltd.","linkedin.com/company/muthoot-fincorp-limited","muthoot fincorp ltd","Southern Asia","India","Telangana","hyderabad metropolitan area","2018-01-01","2018-04-01","Relationship Officer","relationship officer","Finance",2,14818.160677969,1,936891,"Muthoot Fincorp Ltd.",1278689,"Muthoot Microfin Ltd."
569921303,-1311735296746122190,"ASM Technology Hong Kong Limited","linkedin.com/company/asmpt-semi-solutions","asm technology hong kong limited","Eastern Asia","Hong Kong","Central and Western","hong kong metropolitan area","2005-08-01","2005-09-01","Mechanical Engineer","mechanical engineer","Engineer",2,49188.874863355,1,94497889,"Asmpt Hong Kong",94497889,"Asmpt Hong Kong"
569921303,-9005617314403305286,"Electrical and Mechanical Services Department (EMSD), HKSAR Government","linkedin.com/company/electrical-and-mechanical-services-department-hksar-government","electrical and mechanical services department emsd hksar government","Eastern Asia","Hong Kong","Central and Western","hong kong metropolitan area","2005-09-01","2007-08-01","Engineering graduate","engineering","Engineer",1,37077.458716085,2,3312127,"Electrical And Mechanical Services Department Hksar Government",3312127,"Electrical And Mechanical Services Department Hksar Government"
569921303,5356905558938451638,"WSP in Asia","linkedin.com/company/wsp-consulting-ltd-","wsp in asia","Eastern Asia","Hong Kong","Central and Western","hong kong metropolitan area","2007-10-01","2011-05-01","Design liaison Engineer, PB","design engineering","Engineer",2,45012.498930362,3,7206636,"Wsp In Asia",7206636,"Wsp In Asia"
569921303,-4221983607648603914,"CLP","linkedin.com/company/clp-power-hong-kong-ltd","clp","Eastern Asia","Hong Kong","Central and Western","hong kong metropolitan area","2011-06-01","2011-12-01","Project Engineer","project engineer","Engineer",2,46237.746812714,4,20925156,"CLP Holdings Ltd.",20925156,"CLP Holdings Ltd."
569921303,2622362001715216703,"Shangri-La Group","linkedin.com/company/shangri-la-hotels-and-resorts","shangri la group","Eastern Asia","Hong Kong","Central and Western","hong kong metropolitan area","2011-12-01","2018-01-01","Manager, Engineering,SLIM","project engineer","Engineer",2,55202.619253256,5,1268231,"Shangri-La Hotels & Resorts",1268231,"Shangri-La Hotels & Resorts"
569921303,-6723137110515003881,"Shangri-La Group","linkedin.com/company/shangri-la-hotels-and-resorts","shangri la group","Eastern Asia","Hong Kong","Central and Western","hong kong metropolitan area","2018-01-01","2023-03-01","Engineering in operation & project","project engineer","Engineer",2,56824.146314131,6,1268231,"Shangri-La Hotels & Resorts",1268231,"Shangri-La Hotels & Resorts"
569921303,-2641724341331712502,"Marriott Hotels","linkedin.com/company/marriott_hotels_resorts","marriott hotels","Eastern Asia","Hong Kong","Central and Western","hong kong metropolitan area","2023-03-01",,"Director of Engineering","engineering","Engineer",5,94544.028010631,7,14078260,"Marriott Hotels /50 Courtyard/",93558532,"Rockledge Hotel Properties"
570729675,1276969849692112296,"Mercury Digital","linkedin.com/company/mercury-digital","mercury digital","Northern America","United States","Colorado","colorado nonmetropolitan area","2012-05-01","2012-08-01","Web Developer / Graphic Designer","web designer","Marketing",1,48239.648866975,1,627137,"Mercury Digital (627137)",627137,"Mercury Digital (627137)"
570729675,-9076476541284318565,"Skynet Labs - Digital Oilfield Software","linkedin.com/company/skynet-labs","skynet labs digital oilfield software","Northern Europe","Ireland","Leinster","dublin metropolitan area","2013-01-01","2013-06-01","Web Developer / UI Designer","web designer","Marketing",2,52542.933272954,2,7898258,"Skynet Labs Ltd.",7898258,"Skynet Labs Ltd."
570729675,9223215075703472716,"Boxfish","linkedin.com/company/boxfish","boxfish","Northern America","United States","California","san francisco metropolitan area","2014-11-01","2017-01-01","Head of Design / Front End Developer","front developer","Engineer",4,106004.487892518,3,7688017,"Mixaroo, Inc.",7688017,"Mixaroo, Inc."
570729675,1327269305146593048,"Zalando SE","linkedin.com/company/zalando","zalando se","Northern Europe","Ireland","Leinster","dublin metropolitan area","2017-02-01","2020-07-01","Software Engineer","software engineer","Engineer",2,73279.004520516,4,946560,"Zalando SE",946560,"Zalando SE"
570729675,-2770124986569288291,"Zalando SE","linkedin.com/company/zalando","zalando se","Northern Europe","Ireland","Leinster","dublin metropolitan area","2020-07-01","2022-01-01","Senior Software Engineer","software engineer","Engineer",3,69100.546851241,5,946560,"Zalando SE",946560,"Zalando SE"
570729675,-1040218301735293215,"Shopify","linkedin.com/company/shopify","shopify","Northern Europe","Ireland","Leinster","dublin metropolitan area","2022-01-01",,"Senior Software Engineer","stack developer","Engineer",2,81430.752122383,6,1114699,"Shopify, Inc.",1114699,"Shopify, Inc."
1014140101,-7402886912000960312,"HelloGuest Solutions GmbH","linkedin.com/company/helloguesttech","helloguest solutions gmbh","Western Europe","Germany","Bavaria","germany nonmetropolitan area","2022-03-01","2022-08-01","Software Engineer Trainee","student","Admin",1,98823.047103063,1,3986116,"Helloguest Solutions",3986116,"Helloguest Solutions"
1014140101,6655638246886495076,"bfw_nuernberg","linkedin.com/company/bfw-nuernberg","bfw nuernberg","Western Europe","Germany","Bavaria","germany nonmetropolitan area","2022-08-01",,"Software Engineer Trainee","software development","Engineer",1,56957.141958,2,833498,"Berufsförderungswerk Nürnberg gGmbH",833498,"Berufsförderungswerk Nürnberg gGmbH"
1014396346,3892600867026323086,"Sanad Team for Development l فريق سند التنموي","linkedin.com/company/sanadtfd1","sanad team for development l فريق سند التنموي","Arab States","Syria","Dimashq","syria nonmetropolitan area","2019-02-01","2022-04-01","Monitoring And Evaluation Assistant","project officer","Operations",1,6516.635339575,1,6027618,"Sanad Team For Development L فريق سند التنموي",6027618,"Sanad Team For Development L فريق سند التنموي"
1014396346,2081775891666620880,"Sanad Team for Development l فريق سند التنموي","linkedin.com/company/sanadtfd1","sanad team for development l فريق سند التنموي","Arab States","Syria","Dimashq","syria nonmetropolitan area","2021-06-01",,"Financial Assistant","finance officer","Finance",1,6272.919948957,2,6027618,"Sanad Team For Development L فريق سند التنموي",6027618,"Sanad Team For Development L فريق سند التنموي"
1014396346,-1801556076760465462,"Sanad Team for Development l فريق سند التنموي","linkedin.com/company/sanadtfd1","sanad team for development l فريق سند التنموي","Arab States","Syria","Dimashq","syria nonmetropolitan area","2022-09-01",,"Accountant","accountant","Finance",1,8478.7821606,3,6027618,"Sanad Team For Development L فريق سند التنموي",6027618,"Sanad Team For Development L فريق سند التنموي"
1014934408,8079822515649078028,"Little Caesars Pizza","linkedin.com/company/little-caesars","little caesars pizza","Northern America","United States","Arizona","phoenix metropolitan area","2014-03-01","2015-04-01","Cashier","cashier customer service","Sales",1,21010.065647417,1,22532845,"Little Caesars Pizza, Inc.",728493,"Ilitch Holdings, Inc."
1014934408,-2935257647551807077,"Peter Piper Pizza","linkedin.com/company/peter-piper-inc.","peter piper pizza","Northern America","United States","Arizona","phoenix metropolitan area","2015-05-01","2016-11-01","Cashier","cashier customer service","Sales",1,20597.982040561,2,1383022,"Peter Piper, Inc.",1383022,"Peter Piper, Inc."
1014934408,1105648768232370009,"Starbucks","linkedin.com/company/starbucks","starbucks","Northern America","United States","Connecticut","hartford metropolitan area","2015-11-01","2021-04-01","Barista","food server","Sales",1,21949.700499661,3,1037635,"Starbucks Corp.",1037635,"Starbucks Corp."
1014934408,8859927058210072027,"Eastern Account System, Inc.","linkedin.com/company/eastern-account-system-inc.","eastern account system inc","Northern America","United States","Connecticut","connecticut nonmetropolitan area","2022-03-01",,"Call Agent","customer service representative","Sales",1,38105.384196468,4,393649,"Eastern Account System, Inc.",393649,"Eastern Account System, Inc."
1015392527,3649197411643012300,"MRPL","linkedin.com/company/mrpl","mrpl","Southern Asia","India","Karnataka","india nonmetropolitan area","2016-12-01","2016-12-01","Intern","student worker","Admin",1,6435.639670518,1,5089065,"Mrpl",5089065,"Mrpl"
1015392527,820168556674070450,"Dell EMC","linkedin.com/company/dellemc","dell emc","Southern Asia","India","Karnataka","bengaluru metropolitan area","2018-07-01","2022-03-01","Test Engineer 1","test engineer","Engineer",2,10604.099140282,2,1347700,"EMC Corp.",21023141,"Dell Technologies, Inc."
1015392527,-1865456919743549261,"Dell EMC","linkedin.com/company/dellemc","dell emc","Southern Asia","India","Karnataka","bengaluru metropolitan area","2022-03-01","2022-07-01","Test Engineer 2","test engineer","Engineer",2,10598.062684371,3,1347700,"EMC Corp.",21023141,"Dell Technologies, Inc."
1015392527,-7465483639875393608,"Sports Committee, MDI Gurgaon","linkedin.com/company/sports-committee-mdi-gurgaon","sports committee mdi gurgaon","Southern Asia","India","Haryana","delhi metropolitan area","2022-09-01",,"Junior Team Member","waitress","Sales",1,14075.868237767,4,7904769,"Sports Committee Mdi Gurgaon",7904769,"Sports Committee Mdi Gurgaon"
977178726,-2773950884197450286,"Trees Atlanta","linkedin.com/company/treesatlanta","trees atlanta","Northern America","United States","Georgia","atlanta metropolitan area","2018-04-01",,"Forest Restoration Supervisor","crew","Sales",2,80223.301312512,1,1047529,"Trees Atlanta",1047529,"Trees Atlanta"
977208316,6112982644148731286,"University of Wisconsin-Madison","linkedin.com/company/uwmadison","university of wisconsin madison","Northern America","United States","Wisconsin","madison metropolitan area","2019-08-01",,"Graduate Student Assistant","student","Admin",1,45410.862465868,1,198752,"University of Wisconsin",198752,"University of Wisconsin"
977635795,-9192021536876756016,"Öztiryakiler","linkedin.com/company/oztiryakiler","öztiryakiler","Eastern Europe","Russia","Murmansk","russia nonmetropolitan area","2009-06-01","2009-08-01","Intern Engineer","mechanical engineer","Engineer",1,13974.3558256,1,5416119,"Öztiryakiler Madeni Esya Sanayi ve Ticaret AS",5416119,"Öztiryakiler Madeni Esya Sanayi ve Ticaret AS"
977635795,6756331819995824006,"Componenta","linkedin.com/company/componenta","componenta","Eastern Europe","Russia","Murmansk","russia nonmetropolitan area","2012-08-01","2012-08-01","Intern Engineer","mechanical engineer","Engineer",1,14422.194584421,2,580206,"Componenta Oyj",580206,"Componenta Oyj"
977635795,-1367197328404328079,"INSPECCO","linkedin.com/company/inspecco","inspecco","Eastern Europe","Russia","Murmansk","russia nonmetropolitan area","2014-04-01","2015-12-01","Welding Engineer","mechanical engineer","Engineer",2,25544.125038144,3,4243762,"Inspecco (4243762)",4243762,"Inspecco (4243762)"
977635795,6033688437569240759,"Renaissance Heavy Industries","linkedin.com/company/ronesansendustri","renaissance heavy industries","Eastern Europe","Russia","Perm","russia nonmetropolitan area","2015-12-01","2019-09-01","Quality Control Lead Engineer","qa qc","Engineer",2,27000.405733541,4,26681272,"Renaissance Heavy Industries LLC",26681272,"Renaissance Heavy Industries LLC"
977635795,6091210386604812267,"Saipem","linkedin.com/company/saren-b-v","saipem","Eastern Europe","Russia","Murmansk","russia nonmetropolitan area","2019-10-01","2021-04-01","Quality Control Lead Engineer","qc inspector","Engineer",2,29847.299251069,5,11248575,"Saren BV",11248575,"Saren BV"
977635795,8464487451623823853,"Renaissance Heavy Industries","linkedin.com/company/ronesansendustri","renaissance heavy industries","Eastern Europe","Russia","Murmansk","russia nonmetropolitan area","2021-04-01","2022-05-01","Quality Control Chief","quality control inspector","Engineer",1,26274.215185433,6,26681272,"Renaissance Heavy Industries LLC",26681272,"Renaissance Heavy Industries LLC"
979702660,3575682578389823913,"Groupe Karavel - Promovacances","linkedin.com/company/karavel","groupe karavel promovacances","Western Europe","France","Ile-de-France","paris metropolitan area","2007-02-01","2018-06-01","Collaborateur comptable","accounting","Finance",1,43933.936253852,1,21577282,"Groupe Karavel - Promovacances",21577282,"Groupe Karavel - Promovacances"
979702660,-3627697514586752536,"Descours & Cabaud","linkedin.com/company/descours-&-cabaud","descours cabaud","Western Europe","France","Ile-de-France","paris metropolitan area","2018-06-01",,"Comptable général","accountant","Finance",1,32834.56105161,2,1196914,"Descours & Cabaud SA",1196914,"Descours & Cabaud SA"
227943576,7605385993610754175,"LabCorp Diagnostic Laboratories","linkedin.com/company/labcorp-diagnostic-laboratories","labcorp diagnostic laboratories","Northern America","United States","South Carolina","greenville metropolitan area","2015-03-01","2022-07-01","Labtech","lab tech","Engineer",1,44196.247094242,1,4575403,"Labcorp Diagnostic Laboratories",4575403,"Labcorp Diagnostic Laboratories"
227943576,5746561577887894749,"LabCorp Diagnostic Laboratories","linkedin.com/company/labcorp-diagnostic-laboratories","labcorp diagnostic laboratories","Northern America","United States","South Carolina","greenville metropolitan area","2015-03-01","2022-07-01","Laboratory Technician","laboratory technician","Engineer",1,43923.107394141,2,4575403,"Labcorp Diagnostic Laboratories",4575403,"Labcorp Diagnostic Laboratories"
