"user_id","skill_raw","skill_mapped","skill_k75"
372311968,"requirements analysis","requirements analysis","business analysis / integration / business process improvement"
111488420,"business strategy","business strategy","strategic planning / team leadership / negotiation"
412870086,"general ledger","general ledger","accounting / financial reporting / auditing"
132669057,"backup exec","backup exec","networking / troubleshooting / technical support"
315850915,"conflict resolution","conflict resolution","management / leadership / training"
103352438,"portfolio management","portfolio management","insurance / portfolio management / investments"
684165615,"manufacturing","manufacturing","manufacturing / continuous improvement / quality assurance"
306379984,"business strategy","business strategy","strategic planning / team leadership / negotiation"
185928908,"inventory control","inventory control","operations management / inventory management / logistics"
110027106,"social media","social media","social media / social networking / facebook"
674583292,"event planning","event planning","event planning / public relations / event management"
632774463,"construction","construction","project management / project planning / construction"
381719853,"process improvement","process improvement","process improvement / program management / cross-functional team leadership"
975599187,"start-ups","start-ups","strategic planning / team leadership / negotiation"
146595974,"retail","retail","retail / merchandising / fashion"
224695242,"safety training","workplace safety","safety management systems / mining / occupational health"
298390934,"manufacturing","manufacturing","manufacturing / continuous improvement / quality assurance"
674067262,"tutoring","tutoring","public speaking / research / higher education"
674583292,"public speaking","public speaking","public speaking / research / higher education"
611581156,"business strategy","business strategy","strategic planning / team leadership / negotiation"
220793442,"higher education","higher education","public speaking / research / higher education"
41448720,"inventory control","inventory control","operations management / inventory management / logistics"
399451909,"social media","social media","social media / social networking / facebook"
116719696,"social networking","social networking","social media / social networking / facebook"
43206087,"digital innovation","innovation management","strategic planning / team leadership / negotiation"
637623791,"social media","social media","social media / social networking / facebook"
27908795,"management","management","management / leadership / training"
342777099,"project planning","project planning","project management / project planning / construction"
637781815,"process engineering","process engineering","manufacturing / continuous improvement / quality assurance"
547948871,"editing","editing","event planning / public relations / event management"
134428770,"program development","program development","fundraising / nonprofits / community outreach"
111488420,"auditing","auditing","accounting / financial reporting / auditing"
114836410,"auditing","auditing","accounting / financial reporting / auditing"
414411620,"java enterprise edition","java enterprise edition","java enterprise edition / java server pages / hibernate"
845114051,"financial reporting","financial reporting","accounting / financial reporting / auditing"
80667470,"people development","people development","people management / planning / internet information services (iis)"
9427471,"finance","finance","financial analysis / finance / financial modeling"
1350263,"merchandising","merchandising","retail / merchandising / fashion"
167419612,"result oriented","motivation","communication / organization / presentations"
416313264,"e-commerce seo","google webmaster tools","marketing / marketing strategy / customer relationship management (crm)"
262499181,"multiple virtual storage","job control language (jcl)","databases / software documentation / access"
104523669,"staffing services","staffing services","recruiting / talent management / interviews"
464170304,"social media","social media","social media / social networking / facebook"
146595974,"retail sales","retail sales","retail / merchandising / fashion"
972115809,"indesign","indesign","photoshop / graphic design / adobe creative suite"
416313264,"product management","product management","strategic planning / team leadership / negotiation"
353429493,"food processing","food processing","forecasting / pricing / fast-moving consumer goods (fmcg)"
580579359,"food industry","food industry","forecasting / pricing / fast-moving consumer goods (fmcg)"
463560298,"construction","construction","project management / project planning / construction"
110027106,"message development","message development","event planning / public relations / event management"
533084375,"process improvement","process improvement","process improvement / program management / cross-functional team leadership"
141013568,"managerial finance","managerial finance","accounting / financial reporting / auditing"
2005439508,"microsoft excel","microsoft excel","microsoft office / microsoft excel / microsoft word"
416313264,"sales","sales","sales / business development / account management"
2802690,"sales","sales","sales / business development / account management"
384116679,"marketing","marketing","marketing / marketing strategy / customer relationship management (crm)"
972115809,"customer service","customer service","customer service / teamwork / time management"
66375127,"c","c","c++ / c / matlab"
656705825,"leadership","leadership","management / leadership / training"
684165615,"furniture","furniture","architecture / interior design / sketchup"
317532507,"revenue cycle","revenue cycle","healthcare / hospitals / healthcare management"
399451909,"video","video","video production / video editing / video"
588978791,"sales","sales","sales / business development / account management"
423150182,"security","security","process improvement / program management / cross-functional team leadership"
410243958,"coaching","coaching","coaching / leadership development / organizational development"
581641600,"recruiting","recruiting","recruiting / talent management / interviews"
395879383,"construction management","construction management","project management / project planning / construction"
416956465,"forecasting","forecasting","forecasting / pricing / fast-moving consumer goods (fmcg)"
66375127,"solidworks","solidworks","autocad / solidworks / mechanical engineering"
255764417,"union","labor relations","management / leadership / training"
414413033,"human resources information systems (hris)","human resources information systems (hris)","management / leadership / training"
182346353,"training","training","management / leadership / training"
841151205,"j2ee web services","j2ee web services","java enterprise edition / java server pages / hibernate"
33585425,"customer service","customer service","customer service / teamwork / time management"
646152466,"continuous improvement","continuous improvement","manufacturing / continuous improvement / quality assurance"
844903144,"data conversion","data migration","analytics / data warehousing / data mining"
453240625,"c","c","c++ / c / matlab"
470638337,"financial services","financial services","insurance / portfolio management / investments"
464170304,"marketing strategy","marketing strategy","marketing / marketing strategy / customer relationship management (crm)"
193990653,"research","research","public speaking / research / higher education"
36236944,"strategy","strategy","strategic planning / team leadership / negotiation"
385245654,"marketing","marketing","marketing / marketing strategy / customer relationship management (crm)"
580579359,"customer service","customer service","customer service / teamwork / time management"
845606854,"management","management","management / leadership / training"
167419612,"bonds","bonds","investment banking / equities / capital markets"
414411620,"hibernate","hibernate","java enterprise edition / java server pages / hibernate"
139188649,"pci dss","pci dss","information security / computer security / information security management"
63300386,"team leadership","team leadership","strategic planning / team leadership / negotiation"
255764417,"benefits administration","benefits administration","management / leadership / training"
508316516,"microsoft word","microsoft word","microsoft office / microsoft excel / microsoft word"
88443567,"cloud computing","cloud computing","cloud computing / enterprise software / virtualization"
500125790,"photoshop","photoshop","photoshop / graphic design / adobe creative suite"
62967940,"graphic design","graphic design","photoshop / graphic design / adobe creative suite"
611581156,"online marketing","online marketing","marketing / marketing strategy / customer relationship management (crm)"
612813575,"management","management","management / leadership / training"
262358169,"security","security","process improvement / program management / cross-functional team leadership"
676698124,"manufacturing engineering","manufacturing engineering","autocad / solidworks / mechanical engineering"
591617037,"employee relations","employee relations","management / leadership / training"
19826903,"budgets","budgets","strategic planning / team leadership / negotiation"
326139747,"healthcare","healthcare","healthcare / hospitals / healthcare management"
458609708,"hospitals","hospitals","healthcare / hospitals / healthcare management"
1009283025,"store operations","store operations","retail / merchandising / fashion"
141958341,"pmi","pmi","business analysis / integration / business process improvement"
192761225,"customer service","customer service","customer service / teamwork / time management"
21602882,"security training","security training","emergency management / physical security / crisis management"
193990653,"powerpoint","powerpoint","microsoft office / microsoft excel / microsoft word"
671969253,"android sdk","android sdk","java / eclipse / android"
256939147,"life sciences","life sciences","pharmaceutical industry / biotechnology / good manufacturing practices"
493321187,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
637781815,"root cause analysis","root cause analysis","manufacturing / continuous improvement / quality assurance"
674583292,"account reconciliation","account reconciliation","accounting / financial reporting / auditing"
238866489,"molecular biology","molecular biology","chemistry / molecular biology / biochemistry"
626913385,"negotiation","negotiation","strategic planning / team leadership / negotiation"
2005328566,"finance","finance","financial analysis / finance / financial modeling"
372311968,"servlets","servlets","java enterprise edition / java server pages / hibernate"
544863491,"microsoft word","microsoft word","microsoft office / microsoft excel / microsoft word"
446328177,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
975599187,"financial audits","financial audits","accounting / financial reporting / auditing"
599412633,"managed services","managed services","telecommunications / voip / wireless"
845606854,"business continuity","business continuity","change management / information technology infrastructure library / it service management"
513288100,"management","management","management / leadership / training"
315850915,"deferred compensation","deferred compensation","management / leadership / training"
122735403,"lean manufacturing","lean manufacturing","manufacturing / continuous improvement / quality assurance"
131648705,"french","french","english / french / german"
102704670,"corporate governance","corporate governance","social media / social networking / facebook"
317532507,"medicare","medicare","healthcare / hospitals / healthcare management"
211331742,"research","research","public speaking / research / higher education"
75987513,"business planning","business planning","strategic planning / team leadership / negotiation"
141013568,"microsoft excel","microsoft excel","microsoft office / microsoft excel / microsoft word"
541852890,"html","html","html / javascript / mysql"
355009172,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
629781884,"masonry","carpentry","project management / project planning / construction"
523054584,"microsoft sql server","microsoft sql server","structured query language / sap / microsoft sql server"
1350263,"store management","store management","retail / merchandising / fashion"
66375127,"process control","process control","testing / automation / electrical engineering"
521833003,"team leadership","team leadership","strategic planning / team leadership / negotiation"
172662222,"published author","freelance writing","event planning / public relations / event management"
571813982,"customer service","customer service","customer service / teamwork / time management"
250424078,"vehicles","vehicles","sales / business development / account management"
178552566,"microsoft excel","microsoft excel","microsoft office / microsoft excel / microsoft word"
33938775,"biochemistry","biochemistry","chemistry / molecular biology / biochemistry"
21234930,"banking","banking","risk management / banking / credit"
744998383,"project management","project management","project management / project planning / construction"
744998383,"electronic data interchange (edi)","electronic data interchange (edi)","operations management / inventory management / logistics"
644964847,"negotiation","negotiation","strategic planning / team leadership / negotiation"
38013763,"structured query language","structured query language","structured query language / sap / microsoft sql server"
158592749,"microsoft excel","microsoft excel","microsoft office / microsoft excel / microsoft word"
139188649,"financial services","financial services","insurance / portfolio management / investments"
414827730,"web development","web development","html / javascript / mysql"
660839238,"html","html","html / javascript / mysql"
29627016,"strategic planning","strategic planning","strategic planning / team leadership / negotiation"
193531693,"automation","automation","testing / automation / electrical engineering"
591617037,"job descriptions","job descriptions","management / leadership / training"
975599187,"change management","change management","change management / information technology infrastructure library / it service management"
563103206,"jquery","jquery","html / javascript / mysql"
111488420,"financial accounting","financial accounting","accounting / financial reporting / auditing"
131513189,"javascript","javascript","html / javascript / mysql"
388907148,"employee benefits","employee benefits","management / leadership / training"
18847370,"organizational design","organizational design","management / leadership / training"
645754051,"sensors","sensors","c++ / c / matlab"
180937298,"business development","business development","sales / business development / account management"
462732499,"english","english","english / french / german"
33585425,"medicare","medicare","healthcare / hospitals / healthcare management"
116719696,"marketing communications","marketing communications","marketing / marketing strategy / customer relationship management (crm)"
548040054,"leadership","leadership","management / leadership / training"
103087212,"structured query language","structured query language","structured query language / sap / microsoft sql server"
71284739,"business planning","business planning","strategic planning / team leadership / negotiation"
458609708,"mental health","mental health","psychology / mental health / treatment"
281515807,"chemical engineering","chemical engineering","chemistry / molecular biology / biochemistry"
314540127,"data analysis","data analysis","analysis / data analysis / analytical skills"
453240625,"strategic planning","strategic planning","strategic planning / team leadership / negotiation"
415402663,"decision making","decision making","communication / organization / presentations"
544863491,"analysis","analysis","analysis / data analysis / analytical skills"
82597976,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
43206087,"solution architecture","solution architecture","business analysis / integration / business process improvement"
229195495,"environmental awareness","environmental awareness","environmental awareness / sustainability / geographic information systems (gis)"
5776072,"testing","testing","testing / automation / electrical engineering"
106404958,"public speaking","public speaking","public speaking / research / higher education"
104523669,"research","research","public speaking / research / higher education"
422219815,"budgets","budgets","strategic planning / team leadership / negotiation"
286296951,"english","english","english / french / german"
499068590,"communication","communication","communication / organization / presentations"
229195495,"microsoft word","microsoft word","microsoft office / microsoft excel / microsoft word"
443171315,"microsoft sql server","microsoft sql server","structured query language / sap / microsoft sql server"
581641600,"sales presentations","sales presentations","sales / business development / account management"
473217552,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
71284739,"new business development","new business development","sales / business development / account management"
55667077,"public speaking","public speaking","public speaking / research / higher education"
514835869,"jquery","jquery","html / javascript / mysql"
396376641,"clinical research","clinical research","clinical research / clinical trials / medicine"
321865992,"machining","machining","autocad / solidworks / mechanical engineering"
111488420,"english","english","english / french / german"
16620582,"microsoft word","microsoft word","microsoft office / microsoft excel / microsoft word"
656599145,"retail","retail","retail / merchandising / fashion"
841151205,"data structures","data structures","java enterprise edition / java server pages / hibernate"
674067262,"analysis","analysis","analysis / data analysis / analytical skills"
499068590,"lesson planning","lesson planning","public speaking / research / higher education"
623776913,"account management","account management","sales / business development / account management"
544863491,"operations management","operations management","operations management / inventory management / logistics"
525897267,"public speaking","public speaking","public speaking / research / higher education"
134428770,"student development","student development","public speaking / research / higher education"
646152466,"financial statements","financial statements","accounting / financial reporting / auditing"
112744310,"neurology","neurology","medical devices / pharmaceutical sales / cardiology"
43876414,"microsoft word","microsoft word","microsoft office / microsoft excel / microsoft word"
315850915,"applicant tracking systems","applicant tracking systems","recruiting / talent management / interviews"
38013763,"telecommunications","telecommunications","telecommunications / voip / wireless"
626913385,"purchasing","purchasing","operations management / inventory management / logistics"
314540127,"environmental management systems","environmental management systems","environmental awareness / sustainability / geographic information systems (gis)"
314540127,"qualitative research","qualitative research","analysis / data analysis / analytical skills"
1052354641,"r","r","analysis / data analysis / analytical skills"
112744310,"customer service","customer service","customer service / teamwork / time management"
597514689,"troubleshooting","troubleshooting","networking / troubleshooting / technical support"
410243958,"photoshop","photoshop","photoshop / graphic design / adobe creative suite"
534105398,"marketing","marketing","marketing / marketing strategy / customer relationship management (crm)"
19826903,"swot analysis","presentation development","coaching / leadership development / organizational development"
623776913,"social networking","social networking","social media / social networking / facebook"
399451909,"marketing strategy","marketing strategy","marketing / marketing strategy / customer relationship management (crm)"
315850915,"peoplesoft","peoplesoft","management / leadership / training"
114836410,"business process improvement","business process improvement","business analysis / integration / business process improvement"
200690902,"international logistics","international logistics","operations management / inventory management / logistics"
388907148,"screening","screening","recruiting / talent management / interviews"
416796095,"chemistry","chemistry","chemistry / molecular biology / biochemistry"
66375127,"programmable logic controller (plc)","programmable logic controller (plc)","testing / automation / electrical engineering"
448897978,"life insurance","life insurance","insurance / portfolio management / investments"
141013568,"customer service","customer service","customer service / teamwork / time management"
172662222,"research","research","public speaking / research / higher education"
329064916,"social media","social media","social media / social networking / facebook"
272740614,"microsoft word","microsoft word","microsoft office / microsoft excel / microsoft word"
698832850,"copywriting","copywriting","event planning / public relations / event management"
203905184,"html","html","html / javascript / mysql"
724481867,"solution architecture","solution architecture","business analysis / integration / business process improvement"
674067262,"qualitative research","qualitative research","analysis / data analysis / analytical skills"
106404958,"raiser's edge","volunteer management","fundraising / nonprofits / community outreach"
38013763,"3g","3g","telecommunications / voip / wireless"
80200835,"social media marketing","social media marketing","marketing / marketing strategy / customer relationship management (crm)"
554516311,"requirements analysis","requirements analysis","business analysis / integration / business process improvement"
77028091,"java","java","java / eclipse / android"
2002532537,"windows","windows","microsoft office / microsoft excel / microsoft word"
112744310,"critical care","critical care","clinical research / clinical trials / medicine"
139188649,"budgets","budgets","strategic planning / team leadership / negotiation"
692718354,"home care","home care","healthcare / hospitals / healthcare management"
645754051,"software development","software development","software development / agile methodologies / xml"
234298409,"property management","property management","real estate / investment properties / property management"
466726883,"procurement","procurement","operations management / inventory management / logistics"
525362828,"management","management","management / leadership / training"
403628581,"sourcing","sourcing","recruiting / talent management / interviews"
613990246,"art","art","photoshop / graphic design / adobe creative suite"
448897978,"strategic planning","strategic planning","strategic planning / team leadership / negotiation"
599412633,"netapp","netapp","cloud computing / enterprise software / virtualization"
581641600,"sales process","sales process","sales / business development / account management"
662210915,"typography","typography","photoshop / graphic design / adobe creative suite"
9427471,"business process improvement","business process improvement","business analysis / integration / business process improvement"
977635795,"quality assurance","quality assurance","manufacturing / continuous improvement / quality assurance"
134428770,"resume writing","resume writing","recruiting / talent management / interviews"
250639260,"abap","abap","structured query language / sap / microsoft sql server"
416313264,"research","research","public speaking / research / higher education"
580579359,"water treatment","water treatment","environmental awareness / sustainability / geographic information systems (gis)"
399451909,"projectors","video conferencing","tourism / corporate events / client relations"
380268833,"biology","biology","chemistry / molecular biology / biochemistry"
588978791,"resorts","resorts","hospitality / food / hospitality management"
312399792,"project management","project management","project management / project planning / construction"
122735403,"quality system","quality system","manufacturing / continuous improvement / quality assurance"
499068590,"instructional technology","instructional technology","public speaking / research / higher education"
674067262,"community outreach","community outreach","fundraising / nonprofits / community outreach"
77028091,"project management professional","project management professional","business analysis / integration / business process improvement"
224695242,"engineering","engineering","engineering / project engineering / commissioning"
131648705,"business finance","business finance","financial analysis / finance / financial modeling"
652621776,"engineering","engineering","engineering / project engineering / commissioning"
321865992,"electrochemistry","characterization","chemistry / molecular biology / biochemistry"
656705825,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
644964847,"team leadership","team leadership","strategic planning / team leadership / negotiation"
667852732,"troubleshooting","troubleshooting","networking / troubleshooting / technical support"
36236944,"press releases","press releases","event planning / public relations / event management"
670245336,"cloud computing","cloud computing","cloud computing / enterprise software / virtualization"
286296951,"ngos","ngos","fundraising / nonprofits / community outreach"
448897978,"property & casualty insurance","property & casualty insurance","underwriting / general insurance / property"
329064916,"analysis","analysis","analysis / data analysis / analytical skills"
597429111,"managed services","managed services","telecommunications / voip / wireless"
100480437,"project management","project management","project management / project planning / construction"
1350263,"succession planning","succession planning","management / leadership / training"
82597976,"sharepoint","sharepoint","sharepoint / technical writing / document management"
539305859,"account management","account management","sales / business development / account management"
525362828,"microsoft excel","microsoft excel","microsoft office / microsoft excel / microsoft word"
415389693,"hospitals","hospitals","healthcare / hospitals / healthcare management"
841151205,"programming","programming","c++ / c / matlab"
312306974,"sketching","sketching","architecture / interior design / sketchup"
591617037,"peoplesoft","peoplesoft","management / leadership / training"
212616767,"social media","social media","social media / social networking / facebook"
603289047,"real estate","real estate","real estate / investment properties / property management"
21234930,"customer service","customer service","customer service / teamwork / time management"
649782453,"flight planning","flight planning","aerospace / aviation / aircraft"
845606854,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
150449216,"marketing","marketing","marketing / marketing strategy / customer relationship management (crm)"
638469173,"powerpoint","powerpoint","microsoft office / microsoft excel / microsoft word"
71284739,"business process improvement","business process improvement","business analysis / integration / business process improvement"
272740614,"public speaking","public speaking","public speaking / research / higher education"
139188649,"e-payments","electronic payments","risk management / banking / credit"
462732499,"autocad","autocad","autocad / solidworks / mechanical engineering"
349020218,"sales management","sales management","sales / business development / account management"
312306974,"residential design","residential design","architecture / interior design / sketchup"
345382862,"value engineering","value engineering","project management / project planning / construction"
178552566,"solidworks","solidworks","autocad / solidworks / mechanical engineering"
416796095,"good manufacturing practices","good manufacturing practices","pharmaceutical industry / biotechnology / good manufacturing practices"
218352067,"microsoft word","microsoft word","microsoft office / microsoft excel / microsoft word"
844903144,"r","r","analysis / data analysis / analytical skills"
94423567,"microsoft excel","microsoft excel","microsoft office / microsoft excel / microsoft word"
466965403,"digital strategy","digital strategy","marketing / marketing strategy / customer relationship management (crm)"
21602882,"police","police","emergency management / physical security / crisis management"
71284739,"performance management","performance management","management / leadership / training"
88335382,"pediatrics","pediatrics","clinical research / clinical trials / medicine"
554516311,"quality assurance","quality assurance","manufacturing / continuous improvement / quality assurance"
109182802,"international relations","international relations","fundraising / nonprofits / community outreach"
410243958,"sales","sales","sales / business development / account management"
283063960,"leadership","leadership","management / leadership / training"
62611358,"research","research","public speaking / research / higher education"
122735403,"risk management","risk management","risk management / banking / credit"
385245654,"sales operations","sales operations","sales / business development / account management"
42298024,"sales","sales","sales / business development / account management"
461364355,"microsoft word","microsoft word","microsoft office / microsoft excel / microsoft word"
203905184,"embedded software","embedded software","electronics / embedded systems / debugging"
656705825,"personnel management","personnel management","management / leadership / training"
414411620,"mysql","mysql","html / javascript / mysql"
63300386,"business development","business development","sales / business development / account management"
416313264,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
170205057,"nanotechnology","nanotechnology","chemistry / molecular biology / biochemistry"
375560449,"electronic health records","electronic health records","healthcare / hospitals / healthcare management"
506462739,"business strategy","business strategy","strategic planning / team leadership / negotiation"
102704670,"contract recruitment","contract recruitment","recruiting / talent management / interviews"
523054584,"team leadership","team leadership","strategic planning / team leadership / negotiation"
581641600,"sales operations","sales operations","sales / business development / account management"
597514689,"inventory management","inventory management","operations management / inventory management / logistics"
845114051,"consulting","consulting","strategic planning / team leadership / negotiation"
103298299,"continuous improvement","continuous improvement","manufacturing / continuous improvement / quality assurance"
446387582,"matlab","matlab","c++ / c / matlab"
182346353,"special education","special education","public speaking / research / higher education"
250639260,"software development","software development","software development / agile methodologies / xml"
533084375,"operations management","operations management","operations management / inventory management / logistics"
131648705,"business analysis","business analysis","business analysis / integration / business process improvement"
298390934,"workplace safety","workplace safety","safety management systems / mining / occupational health"
479184216,"office management","office management","microsoft office / microsoft excel / microsoft word"
626913385,"pricing","pricing","forecasting / pricing / fast-moving consumer goods (fmcg)"
41448720,"purchasing","purchasing","operations management / inventory management / logistics"
312399792,"information technology infrastructure library","information technology infrastructure library","change management / information technology infrastructure library / it service management"
88335382,"acute care","acute care","clinical research / clinical trials / medicine"
396283086,"medicine","medicine","clinical research / clinical trials / medicine"
847046490,"patient education","patient education","clinical research / clinical trials / medicine"
466726883,"supervisory skills","supervisory skills","project management / project planning / construction"
42298024,"oracle e-business suite","oracle e-business suite","structured query language / sap / microsoft sql server"
375271525,"manufacturing","manufacturing","manufacturing / continuous improvement / quality assurance"
847046490,"inpatient","inpatient","clinical research / clinical trials / medicine"
298390934,"manufacturing operations","manufacturing operations","manufacturing / continuous improvement / quality assurance"
744998383,"enterprise application integration","enterprise application integration","business analysis / integration / business process improvement"
375560449,"finance","finance","financial analysis / finance / financial modeling"
637623791,"social networks","social networks","social media / social networking / facebook"
298390934,"automotive","automotive","sales / business development / account management"
2003186828,"html","html","html / javascript / mysql"
384116679,"online advertising","online advertising","marketing / marketing strategy / customer relationship management (crm)"
597429111,"product management","product management","strategic planning / team leadership / negotiation"
256939147,"autocad","autocad","autocad / solidworks / mechanical engineering"
66375127,"systems engineering","systems engineering","process improvement / program management / cross-functional team leadership"
596843513,"project planning","project planning","project management / project planning / construction"
38013763,"data analysis","data analysis","analysis / data analysis / analytical skills"
490628746,"six sigma","six sigma","manufacturing / continuous improvement / quality assurance"
42298024,"positive can-do attitude","team-oriented","communication / organization / presentations"
1350263,"healthcare","healthcare","healthcare / hospitals / healthcare management"
256939147,"fluorescence microscopy","fluorescence microscopy","chemistry / molecular biology / biochemistry"
255764417,"human resources","human resources","management / leadership / training"
639663779,"renovation","renovation","project management / project planning / construction"
312306974,"architectural design","architectural design","architecture / interior design / sketchup"
134428770,"marketing","marketing","marketing / marketing strategy / customer relationship management (crm)"
724481867,"derivatives","derivatives","investment banking / equities / capital markets"
645754051,"public speaking","public speaking","public speaking / research / higher education"
180937298,"retail sales","retail sales","retail / merchandising / fashion"
591617037,"succession planning","succession planning","management / leadership / training"
88443567,"management","management","management / leadership / training"
361223050,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
674067262,"microsoft word","microsoft word","microsoft office / microsoft excel / microsoft word"
9427471,"powerpoint","powerpoint","microsoft office / microsoft excel / microsoft word"
29627016,"delivering results","integrity","communication / organization / presentations"
51496363,"peoplesoft","peoplesoft","management / leadership / training"
603289047,"investment properties","investment properties","real estate / investment properties / property management"
272740614,"logo design","logo design","photoshop / graphic design / adobe creative suite"
193990653,"epidemiology","epidemiology","clinical research / clinical trials / medicine"
66375127,"electrical engineering","electrical engineering","testing / automation / electrical engineering"
103298299,"cross-functional team leadership","cross-functional team leadership","process improvement / program management / cross-functional team leadership"
170205057,"aerospace engineering","aerospace engineering","aerospace / aviation / aircraft"
102704670,"management","management","management / leadership / training"
485083371,"energy","energy","energy / renewable energy / facilities management"
355009172,"french","french","english / french / german"
508316516,"store management","store management","retail / merchandising / fashion"
626913385,"team building","team building","management / leadership / training"
5776072,"java","java","java / eclipse / android"
485083371,"water quality","water quality","environmental awareness / sustainability / geographic information systems (gis)"
234298409,"civil engineering","civil engineering","project management / project planning / construction"
485083371,"cercla","environmental permitting","environmental awareness / sustainability / geographic information systems (gis)"
443420777,"auditing","auditing","accounting / financial reporting / auditing"
394345756,"sales","sales","sales / business development / account management"
443420777,"powerpoint","powerpoint","microsoft office / microsoft excel / microsoft word"
1054385953,"integration","integration","business analysis / integration / business process improvement"
580756979,"engineering","engineering","engineering / project engineering / commissioning"
414411620,"structured query language","structured query language","structured query language / sap / microsoft sql server"
447185589,"integration","integration","business analysis / integration / business process improvement"
170205057,"design of experiments","design of experiments","electronics / embedded systems / debugging"
144695256,"lean manufacturing","lean manufacturing","manufacturing / continuous improvement / quality assurance"
825033773,"legal research","legal research","legal research / legal writing / corporate law"
178552566,"teamwork","teamwork","customer service / teamwork / time management"
285497625,"science","science","analysis / data analysis / analytical skills"
428382430,"sharepoint","sharepoint","sharepoint / technical writing / document management"
298390934,"computer maintenance","computer maintenance","networking / troubleshooting / technical support"
524788390,"editorial","editorial","event planning / public relations / event management"
88443567,"agile project management","agile project management","software development / agile methodologies / xml"
33938775,"project management","project management","project management / project planning / construction"
29627016,"employee relations","employee relations","management / leadership / training"
67347412,"inpatient","inpatient","clinical research / clinical trials / medicine"
558726387,"autocad","autocad","autocad / solidworks / mechanical engineering"
698261571,"time management","time management","customer service / teamwork / time management"
51496363,"retail","retail","retail / merchandising / fashion"
500125790,"copy editing","copy editing","event planning / public relations / event management"
109182802,"politics","politics","fundraising / nonprofits / community outreach"
564131023,"teamwork","teamwork","customer service / teamwork / time management"
304654991,"finance","finance","financial analysis / finance / financial modeling"
646152466,"outlook","outlook","microsoft office / microsoft excel / microsoft word"
424256781,"energy","energy","energy / renewable energy / facilities management"
180937298,"property & casualty insurance","property & casualty insurance","underwriting / general insurance / property"
298390934,"lean manufacturing","lean manufacturing","manufacturing / continuous improvement / quality assurance"
521833003,"strategy","strategy","strategic planning / team leadership / negotiation"
52247986,"customer relationship management (crm)","customer relationship management (crm)","marketing / marketing strategy / customer relationship management (crm)"
845606854,"project management","project management","project management / project planning / construction"
396283086,"basic life support","basic life support","clinical research / clinical trials / medicine"
419069178,"quickbooks","quickbooks","accounting / financial reporting / auditing"
581641600,"sports","sports","sports / radio / fitness"
315850915,"employee benefits","employee benefits","management / leadership / training"
580579359,"wastewater treatment","wastewater treatment","environmental awareness / sustainability / geographic information systems (gis)"
670085703,"outlook","outlook","microsoft office / microsoft excel / microsoft word"
51496363,"account reconciliation","account reconciliation","accounting / financial reporting / auditing"
667852732,"asset managment","asset managment","insurance / portfolio management / investments"
637623791,"business development","business development","sales / business development / account management"
144695256,"manufacturing engineering","manufacturing engineering","autocad / solidworks / mechanical engineering"
285377781,"business strategy","business strategy","strategic planning / team leadership / negotiation"
677823177,"r","r","analysis / data analysis / analytical skills"
597514689,"customer service","customer service","customer service / teamwork / time management"
238866489,"public speaking","public speaking","public speaking / research / higher education"
150449216,"finance","finance","financial analysis / finance / financial modeling"
646152466,"project planning","project planning","project management / project planning / construction"
172662222,"social networking","social networking","social media / social networking / facebook"
403628581,"customer service","customer service","customer service / teamwork / time management"
220793442,"team building","team building","management / leadership / training"
539710006,"social media","social media","social media / social networking / facebook"
581641600,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
464170304,"management","management","management / leadership / training"
329064916,"risk management","risk management","risk management / banking / credit"
459792047,"u.s. department of defense","u.s. department of defense","process improvement / program management / cross-functional team leadership"
844903144,"sox compliancy","sarbanes-oxley","accounting / financial reporting / auditing"
378916213,"financial analysis","financial analysis","financial analysis / finance / financial modeling"
9427471,"cash flow","cash flow","accounting / financial reporting / auditing"
280996086,"business process improvement","business process improvement","business analysis / integration / business process improvement"
924674850,"sales operations","sales operations","sales / business development / account management"
388907148,"strategic planning","strategic planning","strategic planning / team leadership / negotiation"
684165615,"woodworking","mig welding","testing / automation / electrical engineering"
147751294,"web services","web services","software development / agile methodologies / xml"
412870086,"budgets","budgets","strategic planning / team leadership / negotiation"
182346353,"curriculum development","curriculum development","public speaking / research / higher education"
341651932,"product development","product development","strategic planning / team leadership / negotiation"
110027106,"political science","political science","fundraising / nonprofits / community outreach"
110027106,"policy analysis","policy analysis","fundraising / nonprofits / community outreach"
94423567,"assurance","assurance","accounting / financial reporting / auditing"
416956465,"operating budgets","operating budgets","budget management / reporting / reporting & analysis"
525362828,"inventory management","inventory management","operations management / inventory management / logistics"
522991267,"sports medicine","physical therapy","medical devices / pharmaceutical sales / cardiology"
544863491,"risk management","risk management","risk management / banking / credit"
563743518,"product development","product development","strategic planning / team leadership / negotiation"
972115809,"probability","time series analysis","analysis / data analysis / analytical skills"
